id,crop_id,plate_id,spacing_id,population_id,speed_value,result
AAB4139,8435ff00,5f002137,855ff82a,AB137,15 km/h,No (Baje la velocidad)
AAB4140,8435ff00,5f002137,855ff82a,AB138,"0,5  km/h",No (Suba la velocidad)
AAB4141,8435ff00,5f002137,855ff82a,AB138,1 km/h,Si (Velocidad Minima)
AAB4142,8435ff00,5f002137,855ff82a,AB138,"1,5 km/h",Si
AAB4143,8435ff00,5f002137,855ff82a,AB138,2 km/h,Si
AAB4144,8435ff00,5f002137,855ff82a,AB138,"2,5 km/h",Si
AAB4145,8435ff00,5f002137,855ff82a,AB138,3 km/h,Si
AAB4146,8435ff00,5f002137,855ff82a,AB138,"3,5 km/h",Si
AAB4147,8435ff00,5f002137,855ff82a,AB138,4 km/h,Si
AAB4148,8435ff00,5f002137,855ff82a,AB138,"4,5 km/h",Si
AAB4149,8435ff00,5f002137,855ff82a,AB138,5 km/h,Si
AAB4150,8435ff00,5f002137,855ff82a,AB138,"5,5 km/h",Si
AAB4151,8435ff00,5f002137,855ff82a,AB138,6 km/h,Si (Velocidad Maxima)
AAB4152,8435ff00,5f002137,855ff82a,AB138,"6,5 km/h",No (Baje la velocidad)
AAB4153,8435ff00,5f002137,855ff82a,AB138,7 km/h,No (Baje la velocidad)
AAB4154,8435ff00,5f002137,855ff82a,AB138,"7,5 km/h",No (Baje la velocidad)
AAB4155,8435ff00,5f002137,855ff82a,AB138,8 km/h,No (Baje la velocidad)
AAB4156,8435ff00,5f002137,855ff82a,AB138,"8,5 km/h",No (Baje la velocidad)
AAB4157,8435ff00,5f002137,855ff82a,AB138,9 km/h,No (Baje la velocidad)
AAB4158,8435ff00,5f002137,855ff82a,AB138,"9,5 km/h",No (Baje la velocidad)
AAB4159,8435ff00,5f002137,855ff82a,AB138,10 km/h,No (Baje la velocidad)
AAB4160,8435ff00,5f002137,855ff82a,AB138,"10,5 km/h",No (Baje la velocidad)
AAB4161,8435ff00,5f002137,855ff82a,AB138,11 km/h,No (Baje la velocidad)
AAB4162,8435ff00,5f002137,855ff82a,AB138,"11,5 km/h",No (Baje la velocidad)
AAB4163,8435ff00,5f002137,855ff82a,AB138,12 km/h,No (Baje la velocidad)
AAB4164,8435ff00,5f002137,855ff82a,AB138,"12,5 km/h",No (Baje la velocidad)
AAB4165,8435ff00,5f002137,855ff82a,AB138,13 km/h,No (Baje la velocidad)
AAB4166,8435ff00,5f002137,855ff82a,AB138,"13,5 km/h",No (Baje la velocidad)
AAB4167,8435ff00,5f002137,855ff82a,AB138,14 km/h,No (Baje la velocidad)
AAB4168,8435ff00,5f002137,855ff82a,AB138,"14,5 km/h",No (Baje la velocidad)
AAB4169,8435ff00,5f002137,855ff82a,AB138,15 km/h,No (Baje la velocidad)
AAB4170,8435ff00,5f002137,855ff82a,AB139,"0,5  km/h",No (Suba la velocidad)
AAB4171,8435ff00,5f002137,855ff82a,AB139,1 km/h,Si (Velocidad Minima)
AAB4172,8435ff00,5f002137,855ff82a,AB139,"1,5 km/h",Si
AAB4173,8435ff00,5f002137,855ff82a,AB139,2 km/h,Si
AAB4174,8435ff00,5f002137,855ff82a,AB139,"2,5 km/h",Si
AAB4175,8435ff00,5f002137,855ff82a,AB139,3 km/h,Si
AAB4176,8435ff00,5f002137,855ff82a,AB139,"3,5 km/h",Si
AAB4177,8435ff00,5f002137,855ff82a,AB139,4 km/h,Si
AAB4178,8435ff00,5f002137,855ff82a,AB139,"4,5 km/h",Si
AAB4179,8435ff00,5f002137,855ff82a,AB139,5 km/h,Si (Velocidad Maxima)
AAB4180,8435ff00,5f002137,855ff82a,AB139,"5,5 km/h",No (Baje la velocidad)
AAB4181,8435ff00,5f002137,855ff82a,AB139,6 km/h,No (Baje la velocidad)
AAB4182,8435ff00,5f002137,855ff82a,AB139,"6,5 km/h",No (Baje la velocidad)
AAB4183,8435ff00,5f002137,855ff82a,AB139,7 km/h,No (Baje la velocidad)
AAB4184,8435ff00,5f002137,855ff82a,AB139,"7,5 km/h",No (Baje la velocidad)
AAB4185,8435ff00,5f002137,855ff82a,AB139,8 km/h,No (Baje la velocidad)
AAB4186,8435ff00,5f002137,855ff82a,AB139,"8,5 km/h",No (Baje la velocidad)
AAB4187,8435ff00,5f002137,855ff82a,AB139,9 km/h,No (Baje la velocidad)
AAB4188,8435ff00,5f002137,855ff82a,AB139,"9,5 km/h",No (Baje la velocidad)
AAB4189,8435ff00,5f002137,855ff82a,AB139,10 km/h,No (Baje la velocidad)
AAB4190,8435ff00,5f002137,855ff82a,AB139,"10,5 km/h",No (Baje la velocidad)
AAB4191,8435ff00,5f002137,855ff82a,AB139,11 km/h,No (Baje la velocidad)
AAB4192,8435ff00,5f002137,855ff82a,AB139,"11,5 km/h",No (Baje la velocidad)
AAB4193,8435ff00,5f002137,855ff82a,AB139,12 km/h,No (Baje la velocidad)
AAB4194,8435ff00,5f002137,855ff82a,AB139,"12,5 km/h",No (Baje la velocidad)
AAB4195,8435ff00,5f002137,855ff82a,AB139,13 km/h,No (Baje la velocidad)
AAB4196,8435ff00,5f002137,855ff82a,AB139,"13,5 km/h",No (Baje la velocidad)
AAB4197,8435ff00,5f002137,855ff82a,AB139,14 km/h,No (Baje la velocidad)
AAB4198,8435ff00,5f002137,855ff82a,AB139,"14,5 km/h",No (Baje la velocidad)
AAB4199,8435ff00,5f002137,855ff82a,AB139,15 km/h,No (Baje la velocidad)
AAB4200,8435ff00,5f002137,855ff82a,AB140,"0,5  km/h",No (Suba la velocidad)
AAB4201,8435ff00,5f002137,855ff82a,AB140,1 km/h,Si (Velocidad Minima)
AAB4202,8435ff00,5f002137,855ff82a,AB140,"1,5 km/h",Si
AAB4203,8435ff00,5f002137,855ff82a,AB140,2 km/h,Si
AAB4204,8435ff00,5f002137,855ff82a,AB140,"2,5 km/h",Si
AAB4205,8435ff00,5f002137,855ff82a,AB140,3 km/h,Si
AAB4206,8435ff00,5f002137,855ff82a,AB140,"3,5 km/h",Si
AAB4207,8435ff00,5f002137,855ff82a,AB140,4 km/h,Si
AAB4208,8435ff00,5f002137,855ff82a,AB140,"4,5 km/h",Si (Velocidad Maxima)
AAB4209,8435ff00,5f002137,855ff82a,AB140,5 km/h,No (Baje la velocidad)
AAB4210,8435ff00,5f002137,855ff82a,AB140,"5,5 km/h",No (Baje la velocidad)
AAB4211,8435ff00,5f002137,855ff82a,AB140,6 km/h,No (Baje la velocidad)
AAB4212,8435ff00,5f002137,855ff82a,AB140,"6,5 km/h",No (Baje la velocidad)
AAB4213,8435ff00,5f002137,855ff82a,AB140,7 km/h,No (Baje la velocidad)
AAB4214,8435ff00,5f002137,855ff82a,AB140,"7,5 km/h",No (Baje la velocidad)
AAB4215,8435ff00,5f002137,855ff82a,AB140,8 km/h,No (Baje la velocidad)
AAB4216,8435ff00,5f002137,855ff82a,AB140,"8,5 km/h",No (Baje la velocidad)
AAB4217,8435ff00,5f002137,855ff82a,AB140,9 km/h,No (Baje la velocidad)
AAB4218,8435ff00,5f002137,855ff82a,AB140,"9,5 km/h",No (Baje la velocidad)
AAB4219,8435ff00,5f002137,855ff82a,AB140,10 km/h,No (Baje la velocidad)
AAB4220,8435ff00,5f002137,855ff82a,AB140,"10,5 km/h",No (Baje la velocidad)
AAB4221,8435ff00,5f002137,855ff82a,AB140,11 km/h,No (Baje la velocidad)
AAB4222,8435ff00,5f002137,855ff82a,AB140,"11,5 km/h",No (Baje la velocidad)
AAB4223,8435ff00,5f002137,855ff82a,AB140,12 km/h,No (Baje la velocidad)
AAB4224,8435ff00,5f002137,855ff82a,AB140,"12,5 km/h",No (Baje la velocidad)
AAB4225,8435ff00,5f002137,855ff82a,AB140,13 km/h,No (Baje la velocidad)
AAB4226,8435ff00,5f002137,855ff82a,AB140,"13,5 km/h",No (Baje la velocidad)
AAB4227,8435ff00,5f002137,855ff82a,AB140,14 km/h,No (Baje la velocidad)
AAB4228,8435ff00,5f002137,855ff82a,AB140,"14,5 km/h",No (Baje la velocidad)
AAB4229,8435ff00,5f002137,855ff82a,AB140,15 km/h,No (Baje la velocidad)
AAB4230,8435ff00,5f002137,855ff82a,AB141,"0,5  km/h",No (Suba la velocidad)
AAB4231,8435ff00,5f002137,855ff82a,AB141,1 km/h,Si (Velocidad Minima)
AAB4232,8435ff00,5f002137,855ff82a,AB141,"1,5 km/h",Si
AAB4233,8435ff00,5f002137,855ff82a,AB141,2 km/h,Si
AAB4234,8435ff00,5f002137,855ff82a,AB141,"2,5 km/h",Si
AAB4235,8435ff00,5f002137,855ff82a,AB141,3 km/h,Si
AAB4236,8435ff00,5f002137,855ff82a,AB141,"3,5 km/h",Si
AAB4237,8435ff00,5f002137,855ff82a,AB141,4 km/h,Si (Velocidad Maxima)
AAB4238,8435ff00,5f002137,855ff82a,AB141,"4,5 km/h",No (Baje la velocidad)
AAB4239,8435ff00,5f002137,855ff82a,AB141,5 km/h,No (Baje la velocidad)
AAB4240,8435ff00,5f002137,855ff82a,AB141,"5,5 km/h",No (Baje la velocidad)
AAB4241,8435ff00,5f002137,855ff82a,AB141,6 km/h,No (Baje la velocidad)
AAB4242,8435ff00,5f002137,855ff82a,AB141,"6,5 km/h",No (Baje la velocidad)
AAB4243,8435ff00,5f002137,855ff82a,AB141,7 km/h,No (Baje la velocidad)
AAB4244,8435ff00,5f002137,855ff82a,AB141,"7,5 km/h",No (Baje la velocidad)
AAB4245,8435ff00,5f002137,855ff82a,AB141,8 km/h,No (Baje la velocidad)
AAB4246,8435ff00,5f002137,855ff82a,AB141,"8,5 km/h",No (Baje la velocidad)
AAB4247,8435ff00,5f002137,855ff82a,AB141,9 km/h,No (Baje la velocidad)
AAB4248,8435ff00,5f002137,855ff82a,AB141,"9,5 km/h",No (Baje la velocidad)
AAB4249,8435ff00,5f002137,855ff82a,AB141,10 km/h,No (Baje la velocidad)
AAB4250,8435ff00,5f002137,855ff82a,AB141,"10,5 km/h",No (Baje la velocidad)
AAB4251,8435ff00,5f002137,855ff82a,AB141,11 km/h,No (Baje la velocidad)
AAB4252,8435ff00,5f002137,855ff82a,AB141,"11,5 km/h",No (Baje la velocidad)
AAB4253,8435ff00,5f002137,855ff82a,AB141,12 km/h,No (Baje la velocidad)
AAB4254,8435ff00,5f002137,855ff82a,AB141,"12,5 km/h",No (Baje la velocidad)
AAB4255,8435ff00,5f002137,855ff82a,AB141,13 km/h,No (Baje la velocidad)
AAB4256,8435ff00,5f002137,855ff82a,AB141,"13,5 km/h",No (Baje la velocidad)
AAB4257,8435ff00,5f002137,855ff82a,AB141,14 km/h,No (Baje la velocidad)
AAB4258,8435ff00,5f002137,855ff82a,AB141,"14,5 km/h",No (Baje la velocidad)
AAB4259,8435ff00,5f002137,855ff82a,AB141,15 km/h,No (Baje la velocidad)
AAB4260,8435ff00,5f002137,855ff82a,AB142,"0,5  km/h",No (Suba la velocidad)
AAB4261,8435ff00,5f002137,855ff82a,AB142,1 km/h,Si (Velocidad Minima)
AAB4262,8435ff00,5f002137,855ff82a,AB142,"1,5 km/h",Si
AAB4263,8435ff00,5f002137,855ff82a,AB142,2 km/h,Si
AAB4264,8435ff00,5f002137,855ff82a,AB142,"2,5 km/h",Si
AAB4265,8435ff00,5f002137,855ff82a,AB142,3 km/h,Si
AAB4266,8435ff00,5f002137,855ff82a,AB142,"3,5 km/h",Si
AAB4266ss,8435ff00,5f002137,855ff82a,AB142,"3,7 km/h",Si (Velocidad Maxima)
AAB4267,8435ff00,5f002137,855ff82a,AB142,4 km/h,No (Baje la velocidad)
AAB4268,8435ff00,5f002137,855ff82a,AB142,"4,5 km/h",No (Baje la velocidad)
AAB4269,8435ff00,5f002137,855ff82a,AB142,5 km/h,No (Baje la velocidad)
AAB4270,8435ff00,5f002137,855ff82a,AB142,"5,5 km/h",No (Baje la velocidad)
AAB4271,8435ff00,5f002137,855ff82a,AB142,6 km/h,No (Baje la velocidad)
AAB4272,8435ff00,5f002137,855ff82a,AB142,"6,5 km/h",No (Baje la velocidad)
AAB4273,8435ff00,5f002137,855ff82a,AB142,7 km/h,No (Baje la velocidad)
AAB4274,8435ff00,5f002137,855ff82a,AB142,"7,5 km/h",No (Baje la velocidad)
AAB4275,8435ff00,5f002137,855ff82a,AB142,8 km/h,No (Baje la velocidad)
AAB4276,8435ff00,5f002137,855ff82a,AB142,"8,5 km/h",No (Baje la velocidad)
AAB4277,8435ff00,5f002137,855ff82a,AB142,9 km/h,No (Baje la velocidad)
AAB4278,8435ff00,5f002137,855ff82a,AB142,"9,5 km/h",No (Baje la velocidad)
AAB4279,8435ff00,5f002137,855ff82a,AB142,10 km/h,No (Baje la velocidad)
AAB4280,8435ff00,5f002137,855ff82a,AB142,"10,5 km/h",No (Baje la velocidad)
AAB4281,8435ff00,5f002137,855ff82a,AB142,11 km/h,No (Baje la velocidad)
AAB4282,8435ff00,5f002137,855ff82a,AB142,"11,5 km/h",No (Baje la velocidad)
AAB4283,8435ff00,5f002137,855ff82a,AB142,12 km/h,No (Baje la velocidad)
AAB4284,8435ff00,5f002137,855ff82a,AB142,"12,5 km/h",No (Baje la velocidad)
AAB4285,8435ff00,5f002137,855ff82a,AB142,13 km/h,No (Baje la velocidad)
AAB4286,8435ff00,5f002137,855ff82a,AB142,"13,5 km/h",No (Baje la velocidad)
AAB4287,8435ff00,5f002137,855ff82a,AB142,14 km/h,No (Baje la velocidad)
AAB4288,8435ff00,5f002137,855ff82a,AB142,"14,5 km/h",No (Baje la velocidad)
AAB4289,8435ff00,5f002137,855ff82a,AB142,15 km/h,No (Baje la velocidad)
AAB4290,8435ff00,5f002137,855ff82a,AB143,"0,5  km/h",No (Suba la velocidad)
AAB4291,8435ff00,5f002137,855ff82a,AB143,1 km/h,Si (Velocidad Minima)
AAB4292,8435ff00,5f002137,855ff82a,AB143,"1,5 km/h",Si
AAB4293,8435ff00,5f002137,855ff82a,AB143,2 km/h,Si
AAB4294,8435ff00,5f002137,855ff82a,AB143,"2,5 km/h",Si
AAB4295,8435ff00,5f002137,855ff82a,AB143,3 km/h,Si
AAB4296,8435ff00,5f002137,855ff82a,AB143,"3,5 km/h",Si (Velocidad Maxima)
AAB4297,8435ff00,5f002137,855ff82a,AB143,4 km/h,No (Baje la velocidad)
AAB4298,8435ff00,5f002137,855ff82a,AB143,"4,5 km/h",No (Baje la velocidad)
AAB4299,8435ff00,5f002137,855ff82a,AB143,5 km/h,No (Baje la velocidad)
AAB4300,8435ff00,5f002137,855ff82a,AB143,"5,5 km/h",No (Baje la velocidad)
AAB4301,8435ff00,5f002137,855ff82a,AB143,6 km/h,No (Baje la velocidad)
AAB4302,8435ff00,5f002137,855ff82a,AB143,"6,5 km/h",No (Baje la velocidad)
AAB4303,8435ff00,5f002137,855ff82a,AB143,7 km/h,No (Baje la velocidad)
AAB4304,8435ff00,5f002137,855ff82a,AB143,"7,5 km/h",No (Baje la velocidad)
AAB4305,8435ff00,5f002137,855ff82a,AB143,8 km/h,No (Baje la velocidad)
AAB4306,8435ff00,5f002137,855ff82a,AB143,"8,5 km/h",No (Baje la velocidad)
AAB4307,8435ff00,5f002137,855ff82a,AB143,9 km/h,No (Baje la velocidad)
AAB4308,8435ff00,5f002137,855ff82a,AB143,"9,5 km/h",No (Baje la velocidad)
AAB4309,8435ff00,5f002137,855ff82a,AB143,10 km/h,No (Baje la velocidad)
AAB4310,8435ff00,5f002137,855ff82a,AB143,"10,5 km/h",No (Baje la velocidad)
AAB4311,8435ff00,5f002137,855ff82a,AB143,11 km/h,No (Baje la velocidad)
AAB4312,8435ff00,5f002137,855ff82a,AB143,"11,5 km/h",No (Baje la velocidad)
AAB4313,8435ff00,5f002137,855ff82a,AB143,12 km/h,No (Baje la velocidad)
AAB4314,8435ff00,5f002137,855ff82a,AB143,"12,5 km/h",No (Baje la velocidad)
AAB4315,8435ff00,5f002137,855ff82a,AB143,13 km/h,No (Baje la velocidad)
AAB4316,8435ff00,5f002137,855ff82a,AB143,"13,5 km/h",No (Baje la velocidad)
AAB4317,8435ff00,5f002137,855ff82a,AB143,14 km/h,No (Baje la velocidad)
AAB4318,8435ff00,5f002137,855ff82a,AB143,"14,5 km/h",No (Baje la velocidad)
AAB4319,8435ff00,5f002137,855ff82a,AB143,15 km/h,No (Baje la velocidad)
AAB4320,8435ff00,5b8370cf,b050af76,AB144,"0,5  km/h",No (Suba la velocidad)
AAB4321,8435ff00,5b8370cf,b050af76,AB144,1 km/h,No (Suba la velocidad)
AAB4322,8435ff00,5b8370cf,b050af76,AB144,"1,5 km/h",No (Suba la velocidad)
AAB4323,8435ff00,5b8370cf,b050af76,AB144,2 km/h,No (Suba la velocidad)
AAB4324,8435ff00,5b8370cf,b050af76,AB144,"2,5 km/h",No (Suba la velocidad)
AAB4325,8435ff00,5b8370cf,b050af76,AB144,3 km/h,No (Suba la velocidad)
AAB4326,8435ff00,5b8370cf,b050af76,AB144,"3,5 km/h",No (Suba la velocidad)
AAB4327,8435ff00,5b8370cf,b050af76,AB144,4 km/h,No (Suba la velocidad)
AAB4328,8435ff00,5b8370cf,b050af76,AB144,"4,5 km/h",No (Suba la velocidad)
AAB4329,8435ff00,5b8370cf,b050af76,AB144,5 km/h,No (Suba la velocidad)
AAB4330,8435ff00,5b8370cf,b050af76,AB144,"5,5 km/h",No (Suba la velocidad)
AAB4331,8435ff00,5b8370cf,b050af76,AB144,6 km/h,No (Suba la velocidad)
AAB4332,8435ff00,5b8370cf,b050af76,AB144,"6,5 km/h",No (Suba la velocidad)
AAB4333,8435ff00,5b8370cf,b050af76,AB144,7 km/h,No (Suba la velocidad)
AAB4334,8435ff00,5b8370cf,b050af76,AB144,"7,5 km/h",No (Suba la velocidad)
AAB4335,8435ff00,5b8370cf,b050af76,AB144,8 km/h,No (Suba la velocidad)
AAB4336,8435ff00,5b8370cf,b050af76,AB144,"8,5 km/h",No (Suba la velocidad)
AAB4337,8435ff00,5b8370cf,b050af76,AB144,9 km/h,No (Suba la velocidad)
AAB4338,8435ff00,5b8370cf,b050af76,AB144,"9,5 km/h",No (Suba la velocidad)
AAB4339,8435ff00,5b8370cf,b050af76,AB144,10 km/h,No (Suba la velocidad)
AAB4340,8435ff00,5b8370cf,b050af76,AB144,"10,5 km/h",No (Suba la velocidad)
AAB4341,8435ff00,5b8370cf,b050af76,AB144,11 km/h,No (Suba la velocidad)
AAB4342,8435ff00,5b8370cf,b050af76,AB144,"11,5 km/h",No (Suba la velocidad)
AAB4343,8435ff00,5b8370cf,b050af76,AB144,12 km/h,No (Suba la velocidad)
AAB4344,8435ff00,5b8370cf,b050af76,AB144,"12,5 km/h",No (Suba la velocidad)
AAB4345,8435ff00,5b8370cf,b050af76,AB144,13 km/h,No (Suba la velocidad)
AAB4346,8435ff00,5b8370cf,b050af76,AB144,"13,5 km/h",No (Suba la velocidad)
AAB4347,8435ff00,5b8370cf,b050af76,AB144,14 km/h,No (Suba la velocidad)
AAB4348,8435ff00,5b8370cf,b050af76,AB144,"14,5 km/h",No (Suba la velocidad)
AAB4349,8435ff00,5b8370cf,b050af76,AB144,15 km/h,No (Suba la velocidad)
AAB4350,8435ff00,5b8370cf,b050af76,AB145,"0,5  km/h",No (Suba la velocidad)
AAB4351,8435ff00,5b8370cf,b050af76,AB145,1 km/h,No (Suba la velocidad)
AAB4352,8435ff00,5b8370cf,b050af76,AB145,"1,5 km/h",No (Suba la velocidad)
AAB4353,8435ff00,5b8370cf,b050af76,AB145,2 km/h,No (Suba la velocidad)
AAB4354,8435ff00,5b8370cf,b050af76,AB145,"2,5 km/h",No (Suba la velocidad)
AAB4355,8435ff00,5b8370cf,b050af76,AB145,3 km/h,No (Suba la velocidad)
AAB4356,8435ff00,5b8370cf,b050af76,AB145,"3,5 km/h",No (Suba la velocidad)
AAB4357,8435ff00,5b8370cf,b050af76,AB145,4 km/h,No (Suba la velocidad)
AAB4358,8435ff00,5b8370cf,b050af76,AB145,"4,5 km/h",No (Suba la velocidad)
AAB4359,8435ff00,5b8370cf,b050af76,AB145,5 km/h,No (Suba la velocidad)
AAB4360,8435ff00,5b8370cf,b050af76,AB145,"5,5 km/h",No (Suba la velocidad)
AAB4361,8435ff00,5b8370cf,b050af76,AB145,6 km/h,No (Suba la velocidad)
AAB4362,8435ff00,5b8370cf,b050af76,AB145,"6,5 km/h",No (Suba la velocidad)
AAB4363,8435ff00,5b8370cf,b050af76,AB145,7 km/h,No (Suba la velocidad)
AAB4364,8435ff00,5b8370cf,b050af76,AB145,"7,5 km/h",No (Suba la velocidad)
AAB4365,8435ff00,5b8370cf,b050af76,AB145,8 km/h,No (Suba la velocidad)
AAB4366,8435ff00,5b8370cf,b050af76,AB145,"8,5 km/h",No (Suba la velocidad)
AAB4367,8435ff00,5b8370cf,b050af76,AB145,9 km/h,No (Suba la velocidad)
AAB4368,8435ff00,5b8370cf,b050af76,AB145,"9,5 km/h",No (Suba la velocidad)
AAB4369,8435ff00,5b8370cf,b050af76,AB145,10 km/h,No (Suba la velocidad)
AAB4370,8435ff00,5b8370cf,b050af76,AB145,"10,5 km/h",No (Suba la velocidad)
AAB4371,8435ff00,5b8370cf,b050af76,AB145,11 km/h,No (Suba la velocidad)
AAB4372,8435ff00,5b8370cf,b050af76,AB145,"11,5 km/h",No (Suba la velocidad)
AAB4373,8435ff00,5b8370cf,b050af76,AB145,12 km/h,No (Suba la velocidad)
AAB4374,8435ff00,5b8370cf,b050af76,AB145,"12,5 km/h",No (Suba la velocidad)
AAB4375,8435ff00,5b8370cf,b050af76,AB145,13 km/h,No (Suba la velocidad)
AAB4376,8435ff00,5b8370cf,b050af76,AB145,"13,5 km/h",No (Suba la velocidad)
AAB4377,8435ff00,5b8370cf,b050af76,AB145,14 km/h,Si (Velocidad Minima)
AAB4378,8435ff00,5b8370cf,b050af76,AB145,"14,5 km/h",Si
AAB4379,8435ff00,5b8370cf,b050af76,AB145,15 km/h,Si
AAB4380,8435ff00,5b8370cf,b050af76,AB146,"0,5  km/h",No (Suba la velocidad)
AAB4381,8435ff00,5b8370cf,b050af76,AB146,1 km/h,No (Suba la velocidad)
AAB4382,8435ff00,5b8370cf,b050af76,AB146,"1,5 km/h",No (Suba la velocidad)
AAB4383,8435ff00,5b8370cf,b050af76,AB146,2 km/h,No (Suba la velocidad)
AAB4384,8435ff00,5b8370cf,b050af76,AB146,"2,5 km/h",No (Suba la velocidad)
AAB4385,8435ff00,5b8370cf,b050af76,AB146,3 km/h,No (Suba la velocidad)
AAB4386,8435ff00,5b8370cf,b050af76,AB146,"3,5 km/h",No (Suba la velocidad)
AAB4387,8435ff00,5b8370cf,b050af76,AB146,4 km/h,No (Suba la velocidad)
AAB4388,8435ff00,5b8370cf,b050af76,AB146,"4,5 km/h",No (Suba la velocidad)
AAB4389,8435ff00,5b8370cf,b050af76,AB146,5 km/h,No (Suba la velocidad)
AAB4390,8435ff00,5b8370cf,b050af76,AB146,"5,5 km/h",No (Suba la velocidad)
AAB4391,8435ff00,5b8370cf,b050af76,AB146,6 km/h,No (Suba la velocidad)
AAB4392,8435ff00,5b8370cf,b050af76,AB146,"6,5 km/h",No (Suba la velocidad)
AAB4393,8435ff00,5b8370cf,b050af76,AB146,7 km/h,No (Suba la velocidad)
AAB4394,8435ff00,5b8370cf,b050af76,AB146,"7,5 km/h",No (Suba la velocidad)
AAB4395,8435ff00,5b8370cf,b050af76,AB146,8 km/h,No (Suba la velocidad)
AAB4396,8435ff00,5b8370cf,b050af76,AB146,"8,5 km/h",No (Suba la velocidad)
AAB4397,8435ff00,5b8370cf,b050af76,AB146,9 km/h,Si (Velocidad Minima)
AAB4398,8435ff00,5b8370cf,b050af76,AB146,"9,5 km/h",Si
AAB4399,8435ff00,5b8370cf,b050af76,AB146,10 km/h,Si
AAB4400,8435ff00,5b8370cf,b050af76,AB146,"10,5 km/h",Si
AAB4401,8435ff00,5b8370cf,b050af76,AB146,11 km/h,Si
AAB4402,8435ff00,5b8370cf,b050af76,AB146,"11,5 km/h",Si
AAB4403,8435ff00,5b8370cf,b050af76,AB146,12 km/h,Si
AAB4404,8435ff00,5b8370cf,b050af76,AB146,"12,5 km/h",Si
AAB4405,8435ff00,5b8370cf,b050af76,AB146,13 km/h,Si
AAB4406,8435ff00,5b8370cf,b050af76,AB146,"13,5 km/h",Si
AAB4407,8435ff00,5b8370cf,b050af76,AB146,14 km/h,Si
AAB4408,8435ff00,5b8370cf,b050af76,AB146,"14,5 km/h",Si
AAB4409,8435ff00,5b8370cf,b050af76,AB146,15 km/h,Si
AAB4410,8435ff00,5b8370cf,b050af76,AB147,"0,5  km/h",No (Suba la velocidad)
AAB4411,8435ff00,5b8370cf,b050af76,AB147,1 km/h,No (Suba la velocidad)
AAB4412,8435ff00,5b8370cf,b050af76,AB147,"1,5 km/h",No (Suba la velocidad)
AAB4413,8435ff00,5b8370cf,b050af76,AB147,2 km/h,No (Suba la velocidad)
AAB4414,8435ff00,5b8370cf,b050af76,AB147,"2,5 km/h",No (Suba la velocidad)
AAB4415,8435ff00,5b8370cf,b050af76,AB147,3 km/h,No (Suba la velocidad)
AAB4416,8435ff00,5b8370cf,b050af76,AB147,"3,5 km/h",No (Suba la velocidad)
AAB4417,8435ff00,5b8370cf,b050af76,AB147,4 km/h,No (Suba la velocidad)
AAB4418,8435ff00,5b8370cf,b050af76,AB147,"4,5 km/h",No (Suba la velocidad)
AAB4419,8435ff00,5b8370cf,b050af76,AB147,5 km/h,No (Suba la velocidad)
AAB4420,8435ff00,5b8370cf,b050af76,AB147,"5,5 km/h",No (Suba la velocidad)
AAB4421,8435ff00,5b8370cf,b050af76,AB147,6 km/h,No (Suba la velocidad)
AAB4422,8435ff00,5b8370cf,b050af76,AB147,"6,5 km/h",No (Suba la velocidad)
AAB4423,8435ff00,5b8370cf,b050af76,AB147,7 km/h,Si (Velocidad Minima)
AAB4424,8435ff00,5b8370cf,b050af76,AB147,"7,5 km/h",Si
AAB4425,8435ff00,5b8370cf,b050af76,AB147,8 km/h,Si
AAB4426,8435ff00,5b8370cf,b050af76,AB147,"8,5 km/h",Si
AAB4427,8435ff00,5b8370cf,b050af76,AB147,9 km/h,Si
AAB4428,8435ff00,5b8370cf,b050af76,AB147,"9,5 km/h",Si
AAB4429,8435ff00,5b8370cf,b050af76,AB147,10 km/h,Si
AAB4430,8435ff00,5b8370cf,b050af76,AB147,"10,5 km/h",Si
AAB4431,8435ff00,5b8370cf,b050af76,AB147,11 km/h,Si
AAB4432,8435ff00,5b8370cf,b050af76,AB147,"11,5 km/h",Si
AAB4433,8435ff00,5b8370cf,b050af76,AB147,12 km/h,Si
AAB4434,8435ff00,5b8370cf,b050af76,AB147,"12,5 km/h",Si
AAB4435,8435ff00,5b8370cf,b050af76,AB147,13 km/h,Si
AAB4436,8435ff00,5b8370cf,b050af76,AB147,"13,5 km/h",Si
AAB4437,8435ff00,5b8370cf,b050af76,AB147,14 km/h,Si
AAB4438,8435ff00,5b8370cf,b050af76,AB147,"14,5 km/h",Si
AAB4439,8435ff00,5b8370cf,b050af76,AB147,15 km/h,Si
AAB4440,8435ff00,5b8370cf,b050af76,AB148,"0,5  km/h",No (Suba la velocidad)
AAB4441,8435ff00,5b8370cf,b050af76,AB148,1 km/h,No (Suba la velocidad)
AAB4442,8435ff00,5b8370cf,b050af76,AB148,"1,5 km/h",No (Suba la velocidad)
AAB4443,8435ff00,5b8370cf,b050af76,AB148,2 km/h,No (Suba la velocidad)
AAB4444,8435ff00,5b8370cf,b050af76,AB148,"2,5 km/h",No (Suba la velocidad)
AAB4445,8435ff00,5b8370cf,b050af76,AB148,3 km/h,No (Suba la velocidad)
AAB4446,8435ff00,5b8370cf,b050af76,AB148,"3,5 km/h",No (Suba la velocidad)
